satisfaction_employee_environnement,note_evaluation_precedente,niveau_hierarchique_poste,satisfaction_employee_nature_travail,satisfaction_employee_equipe,satisfaction_employee_equilibre_pro_perso,note_evaluation_actuelle,heure_supplementaires,augementation_salaire_precedente,age,genre,revenu_mensuel,statut_marital,departement,poste,nombre_experiences_precedentes,annee_experience_totale,annees_dans_l_entreprise,annees_dans_le_poste_actuel,a_quitte_l_entreprise,nombre_participation_pee,nb_formations_suivies,nombre_employee_sous_responsabilite,distance_domicile_travail,niveau_education,domaine_etude,frequence_deplacement,annees_depuis_la_derniere_promotion,annes_sous_responsable_actuel
3,3,2,1,4,2,3,Oui,12 %,31,M,6833,Marié(e),Consulting,Manager,1,6,6,5,Non,0,2,1,11,2,Transformation Digitale,Occasionnel,0,1
3,2,2,1,2,3,3,Non,19 %,31,F,6812,Célibataire,Consulting,Manager,1,10,10,9,Non,0,2,1,24,3,Transformation Digitale,Occasionnel,1,8
3,2,2,4,4,3,3,Non,17 %,59,F,5171,Célibataire,Commercial,Cadre Commercial,5,13,6,1,Non,0,2,1,3,3,Infra & Cloud,Occasionnel,0,5
3,1,5,4,2,3,3,Non,14 %,43,M,19740,Marié(e),Consulting,Directeur Technique,3,25,8,7,Non,1,2,1,3,3,Infra & Cloud,Occasionnel,0,7
1,2,5,3,3,4,3,Non,13 %,49,M,18711,Marié(e),Consulting,Senior Manager,2,23,1,0,Non,1,2,1,4,2,Transformation Digitale,Occasionnel,0,0
3,3,1,2,3,2,3,Non,12 %,36,M,3692,Marié(e),Consulting,Assistant de Direction,1,12,11,10,Non,0,2,1,3,3,Entrepreunariat,Frequent,0,7
4,4,1,2,3,2,3,Non,11 %,48,M,2559,Célibataire,Consulting,Consultant,5,7,1,0,Non,0,4,1,2,2,Entrepreunariat,Occasionnel,0,0
1,3,1,3,2,3,3,Non,11 %,27,M,2517,Divorcé(e),Consulting,Assistant de Direction,1,5,5,3,Non,3,2,1,4,2,Infra & Cloud,Occasionnel,0,3
3,3,2,4,2,3,3,Oui,11 %,29,M,6623,Divorcé(e),Consulting,Manager,1,6,6,0,Non,2,2,1,7,3,Infra & Cloud,Occasionnel,1,0
4,2,5,4,3,4,3,Non,12 %,48,M,18265,Célibataire,Consulting,Directeur Technique,6,25,1,0,Non,0,3,1,1,3,Infra & Cloud,Occasionnel,0,0
4,2,4,4,2,2,3,Non,14 %,29,F,16124,Divorcé(e),Consulting,Directeur Technique,3,9,7,7,Non,2,2,1,1,3,Infra & Cloud,Occasionnel,1,7
3,4,1,3,4,2,3,Non,17 %,34,F,2585,Marié(e),Consulting,Assistant de Direction,0,2,1,0,Non,0,5,1,20,3,Entrepreunariat,Occasionnel,0,0
2,3,5,2,3,3,3,Non,11 %,44,M,18213,Marié(e),Commercial,Senior Manager,7,26,22,9,Non,1,5,1,5,3,Marketing,Occasionnel,3,10
4,4,3,3,4,3,3,Oui,14 %,33,M,8380,Divorcé(e),Commercial,Cadre Commercial,0,10,9,8,Non,2,3,1,10,5,Marketing,Occasionnel,0,8
2,4,1,4,4,3,3,Oui,12 %,19,F,2994,Célibataire,Consulting,Assistant de Direction,1,1,1,0,Non,0,2,1,25,3,Infra & Cloud,Occasionnel,0,1
4,3,1,3,4,3,4,Non,22 %,23,M,1223,Marié(e),Consulting,Assistant de Direction,1,1,1,0,Non,1,2,1,1,2,Infra & Cloud,Occasionnel,0,1
3,1,1,4,4,3,3,Oui,14 %,25,M,1118,Célibataire,Commercial,Représentant Commercial,1,1,1,0,Oui,0,4,1,24,1,Infra & Cloud,Frequent,1,0
3,3,1,4,2,2,4,Oui,20 %,26,M,2875,Célibataire,Consulting,Assistant de Direction,1,8,8,5,Non,0,2,1,4,2,Infra & Cloud,Occasionnel,2,2
1,1,5,2,1,3,3,Oui,16 %,45,F,18824,Célibataire,Commercial,Senior Manager,2,26,24,10,Oui,0,2,1,2,3,Marketing,Occasionnel,1,11
4,2,4,2,4,3,3,Oui,15 %,55,M,13577,Divorcé(e),Consulting,Manager,1,34,33,9,Non,1,3,1,8,1,Transformation Digitale,Aucun,15,0
1,2,1,3,3,1,4,Non,20 %,21,F,2625,Célibataire,Consulting,Consultant,1,2,2,2,Oui,0,2,1,10,2,Infra & Cloud,Frequent,2,2
4,2,5,2,3,3,3,Non,14 %,46,F,18789,Marié(e),Commercial,Senior Manager,2,26,11,4,Non,1,2,1,4,2,Marketing,Occasionnel,0,8
3,3,2,1,4,3,3,Oui,12 %,34,F,4538,Célibataire,Commercial,Cadre Commercial,0,4,3,2,Non,0,3,1,2,3,Marketing,Occasionnel,0,2
4,3,5,2,1,2,4,Oui,24 %,51,M,19847,Divorcé(e),Commercial,Senior Manager,4,31,29,10,Non,1,5,1,9,3,Infra & Cloud,Frequent,11,10
4,3,3,4,4,2,3,Non,12 %,59,M,10512,Célibataire,Consulting,Tech Lead,6,25,9,7,Non,0,6,1,18,4,Transformation Digitale,Occasionnel,5,4
3,3,2,2,3,4,3,Non,13 %,34,F,4444,Divorcé(e),Consulting,Consultant,4,15,11,8,Non,2,2,1,19,3,Transformation Digitale,Frequent,5,10
4,3,1,3,3,2,3,Oui,11 %,28,M,2154,Célibataire,Consulting,Consultant,0,5,4,2,Non,0,2,1,1,4,Transformation Digitale,Frequent,0,2
3,4,5,1,4,2,3,Non,14 %,44,M,19190,Divorcé(e),Consulting,Senior Manager,1,26,25,9,Non,2,4,1,4,2,Infra & Cloud,Occasionnel,14,13
3,2,2,2,4,4,3,Non,11 %,34,M,4490,Marié(e),Ressources Humaines,Ressources Humaines,4,14,10,9,Non,2,5,1,11,3,Infra & Cloud,Frequent,1,8
3,3,1,3,4,3,3,Oui,14 %,35,M,3506,Marié(e),Consulting,Assistant de Direction,0,4,3,2,Non,0,3,1,6,1,Infra & Cloud,Occasionnel,2,2
2,4,2,2,4,3,3,Oui,16 %,42,F,2372,Marié(e),Consulting,Assistant de Direction,6,18,1,0,Non,0,2,1,7,4,Transformation Digitale,Occasionnel,0,0
4,2,3,4,4,4,3,Non,14 %,43,F,10231,Célibataire,Commercial,Cadre Commercial,3,23,21,7,Non,0,3,1,4,4,Marketing,Occasionnel,15,17
3,3,2,2,4,3,3,Oui,11 %,36,F,5410,Célibataire,Consulting,Tech Lead,9,18,16,14,Non,0,2,1,2,4,Infra & Cloud,Occasionnel,5,12
1,3,3,4,4,3,3,Non,11 %,44,F,7978,Marié(e),Consulting,Manager,1,10,10,7,Oui,1,2,1,15,3,Transformation Digitale,Occasionnel,0,5
4,2,1,4,2,3,3,Oui,12 %,28,M,3867,Marié(e),Consulting,Consultant,1,2,2,2,Non,1,2,1,2,3,Infra & Cloud,Frequent,2,2
2,2,1,3,2,2,3,Non,14 %,51,F,2838,Célibataire,Consulting,Consultant,0,8,7,0,Non,0,6,1,6,2,Transformation Digitale,Frequent,7,7
3,3,2,3,3,3,3,Oui,18 %,30,F,4695,Célibataire,Consulting,Tech Lead,7,10,8,4,Non,0,3,1,9,2,Transformation Digitale,Aucun,1,7
2,3,1,3,1,3,3,Oui,13 %,29,F,3339,Divorcé(e),Consulting,Consultant,3,10,7,7,Oui,2,2,1,7,3,Entrepreunariat,Occasionnel,7,7
4,3,1,1,2,2,3,Non,11 %,28,M,2080,Célibataire,Consulting,Assistant de Direction,2,5,3,2,Non,0,2,1,1,3,Entrepreunariat,Occasionnel,1,2
4,3,1,2,4,2,3,Non,18 %,25,F,2096,Célibataire,Consulting,Assistant de Direction,1,2,2,2,Non,0,3,1,1,3,Transformation Digitale,Occasionnel,2,1
3,4,2,4,3,4,3,Non,15 %,32,M,6209,Marié(e),Commercial,Cadre Commercial,1,10,10,7,Non,2,4,1,8,3,Transformation Digitale,Occasionnel,0,8
2,3,5,2,3,3,4,Non,22 %,45,F,18061,Célibataire,Consulting,Senior Manager,3,22,0,0,Non,0,4,1,25,3,Transformation Digitale,Frequent,0,0
3,2,4,2,4,3,3,Oui,13 %,39,F,17123,Divorcé(e),Consulting,Senior Manager,6,21,19,9,Non,2,4,1,13,4,Transformation Digitale,Occasionnel,15,2
1,3,1,3,4,3,3,Non,12 %,58,M,2372,Divorcé(e),Consulting,Assistant de Direction,1,2,2,2,Non,2,3,1,23,4,Infra & Cloud,Occasionnel,2,2
4,3,2,3,1,3,3,Non,18 %,32,M,4883,Marié(e),Consulting,Consultant,1,10,10,4,Oui,1,3,1,7,2,Infra & Cloud,Occasionnel,1,1
3,3,1,1,1,3,3,Non,13 %,39,M,3904,Célibataire,Consulting,Assistant de Direction,0,6,5,2,Oui,0,2,1,23,3,Transformation Digitale,Occasionnel,0,3
1,2,2,4,1,3,3,Non,12 %,30,F,4627,Marié(e),Consulting,Consultant,0,10,9,2,Non,1,6,1,6,3,Entrepreunariat,Occasionnel,6,7
4,3,3,3,1,3,3,Non,12 %,36,F,7094,Marié(e),Consulting,Manager,3,10,7,7,Non,0,0,1,10,4,Entrepreunariat,Occasionnel,1,7
4,3,1,1,3,4,3,Non,12 %,46,F,3423,Célibataire,Ressources Humaines,Ressources Humaines,6,10,7,6,Non,0,3,1,1,2,Infra & Cloud,Occasionnel,5,7
3,1,2,4,1,3,3,Non,11 %,28,F,6674,Marié(e),Consulting,Consultant,0,10,9,8,Non,3,6,1,1,3,Infra & Cloud,Aucun,7,5
4,3,4,1,2,3,3,Oui,11 %,50,F,16880,Marié(e),Consulting,Directeur Technique,4,25,3,2,Non,0,2,1,28,3,Infra & Cloud,Occasionnel,1,2
4,2,3,2,3,3,3,Oui,12 %,40,M,9094,Célibataire,Commercial,Cadre Commercial,2,9,5,4,Oui,0,2,1,25,4,Marketing,Occasionnel,1,0
2,3,3,2,3,2,3,Oui,19 %,52,M,8446,Célibataire,Commercial,Cadre Commercial,9,10,8,7,Oui,0,2,1,5,3,Infra & Cloud,Occasionnel,7,7
2,3,3,1,4,3,4,Oui,23 %,30,F,11916,Marié(e),Consulting,Senior Manager,1,9,9,1,Non,2,2,1,17,4,Transformation Digitale,Occasionnel,0,8
1,3,2,3,1,3,3,Non,11 %,39,M,4534,Célibataire,Consulting,Tech Lead,0,9,8,7,Non,0,6,1,18,2,Infra & Cloud,Occasionnel,1,7
4,3,3,3,1,2,3,Oui,19 %,31,F,9852,Divorcé(e),Commercial,Cadre Commercial,1,10,10,8,Non,1,5,1,2,4,Infra & Cloud,Aucun,9,6
3,1,2,2,1,3,3,Non,13 %,41,M,6151,Célibataire,Commercial,Cadre Commercial,1,19,19,2,Non,0,4,1,10,2,Transformation Digitale,Aucun,11,9
4,3,1,2,1,4,3,Oui,11 %,31,F,2302,Célibataire,Commercial,Représentant Commercial,1,3,3,2,Oui,0,2,1,1,3,Infra & Cloud,Frequent,2,2
1,3,1,1,3,4,3,Non,12 %,44,M,2362,Marié(e),Consulting,Consultant,4,10,3,2,Oui,0,4,1,3,3,Infra & Cloud,Occasionnel,1,2
3,3,4,3,4,2,3,Oui,13 %,42,M,17861,Marié(e),Consulting,Senior Manager,0,21,20,8,Non,0,3,1,2,1,Infra & Cloud,Aucun,2,10
4,1,5,3,4,3,3,Non,14 %,55,F,19187,Marié(e),Consulting,Senior Manager,4,23,19,9,Non,1,5,1,2,2,Transformation Digitale,Occasionnel,9,11
4,3,5,2,1,3,3,Non,14 %,56,M,19717,Célibataire,Ressources Humaines,Senior Manager,6,36,7,3,Non,0,4,1,8,4,Infra & Cloud,Occasionnel,7,7
3,3,1,3,2,3,3,Non,16 %,40,M,3544,Divorcé(e),Consulting,Assistant de Direction,9,6,4,2,Non,1,0,1,16,2,Infra & Cloud,Aucun,0,0
4,3,3,4,4,2,3,Non,11 %,34,M,8500,Divorcé(e),Consulting,Manager,0,10,9,7,Non,1,0,1,9,3,Infra & Cloud,Occasionnel,1,6
3,3,2,4,3,3,3,Non,13 %,40,M,4661,Célibataire,Consulting,Assistant de Direction,1,9,9,8,Non,0,4,1,2,3,Infra & Cloud,Occasionnel,8,8
3,3,2,1,4,3,3,Non,17 %,41,F,4103,Divorcé(e),Commercial,Cadre Commercial,0,10,9,3,Non,1,2,1,1,3,Marketing,Frequent,1,7
3,3,2,3,2,3,3,Oui,11 %,35,M,4249,Célibataire,Consulting,Assistant de Direction,1,9,9,6,Non,0,3,1,4,4,Infra & Cloud,Frequent,1,1
3,3,4,2,2,3,3,Oui,11 %,51,M,14026,Divorcé(e),Ressources Humaines,Senior Manager,1,33,33,9,Non,1,2,1,5,3,Infra & Cloud,Occasionnel,0,10
2,3,2,1,4,3,3,Non,15 %,38,F,6893,Divorcé(e),Commercial,Cadre Commercial,3,11,7,7,Non,1,3,1,2,2,Infra & Cloud,Occasionnel,1,7
3,3,2,1,4,4,3,Non,12 %,34,F,6125,Célibataire,Commercial,Cadre Commercial,1,10,10,8,Non,0,6,1,15,2,Transformation Digitale,Occasionnel,9,6
4,3,1,4,3,2,3,Non,11 %,25,M,3669,Marié(e),Consulting,Consultant,3,7,3,2,Non,3,6,1,19,1,Transformation Digitale,Occasionnel,1,2
3,2,3,1,4,2,3,Oui,14 %,58,F,10008,Marié(e),Consulting,Tech Lead,7,31,10,9,Oui,0,0,1,7,4,Transformation Digitale,Occasionnel,5,9
2,3,1,2,3,3,4,Non,22 %,40,M,2387,Marié(e),Consulting,Consultant,3,7,4,2,Non,1,3,1,1,4,Infra & Cloud,Occasionnel,0,3
1,4,2,1,4,2,3,Non,16 %,36,F,4639,Marié(e),Commercial,Cadre Commercial,2,17,15,7,Non,1,2,1,7,3,Marketing,Frequent,6,13
4,3,3,4,3,3,3,Non,11 %,48,M,7898,Célibataire,Consulting,Tech Lead,1,11,10,9,Non,0,2,1,4,3,Infra & Cloud,Occasionnel,0,8
3,4,1,4,2,3,3,Non,14 %,27,F,2534,Marié(e),Commercial,Représentant Commercial,8,5,1,0,Non,1,4,1,11,3,Transformation Digitale,Occasionnel,0,0
4,2,4,2,2,2,3,Non,16 %,51,F,13142,Célibataire,Consulting,Tech Lead,3,29,5,2,Non,0,1,1,11,2,Entrepreunariat,Occasionnel,0,3
4,3,1,4,3,4,3,Non,15 %,18,F,1611,Célibataire,Consulting,Consultant,1,0,0,0,Non,0,5,1,1,3,Infra & Cloud,Aucun,0,0
4,2,2,4,2,3,3,Non,12 %,35,F,5363,Marié(e),Consulting,Consultant,0,10,9,7,Non,1,0,1,1,3,Transformation Digitale,Occasionnel,0,0
4,1,2,4,2,3,4,Non,20 %,27,M,5071,Célibataire,Commercial,Cadre Commercial,3,8,6,2,Non,0,3,1,2,1,Infra & Cloud,Frequent,0,0
1,4,4,3,3,2,3,Oui,17 %,55,M,13695,Célibataire,Commercial,Cadre Commercial,6,24,19,7,Oui,0,2,1,13,4,Marketing,Occasionnel,3,8
4,3,4,2,1,3,3,Oui,12 %,56,M,13402,Marié(e),Consulting,Tech Lead,4,33,19,16,Non,1,0,1,23,3,Infra & Cloud,Occasionnel,15,9
1,2,1,3,3,3,4,Non,20 %,34,F,2029,Divorcé(e),Consulting,Assistant de Direction,1,5,5,4,Non,3,2,1,26,1,Entrepreunariat,Aucun,0,0
2,4,2,3,2,3,4,Non,20 %,40,F,6377,Divorcé(e),Consulting,Manager,5,15,12,11,Non,3,0,1,2,1,Transformation Digitale,Occasionnel,11,8
2,3,2,3,1,3,3,Non,13 %,34,M,5429,Marié(e),Consulting,Consultant,4,10,8,7,Non,2,1,1,29,3,Transformation Digitale,Occasionnel,7,7
3,2,1,4,3,4,3,Non,14 %,31,F,2785,Célibataire,Commercial,Représentant Commercial,7,3,1,0,Oui,0,3,1,2,3,Infra & Cloud,Frequent,0,0
4,3,2,3,3,2,3,Oui,18 %,35,F,4614,Marié(e),Commercial,Cadre Commercial,0,5,4,2,Oui,1,0,1,18,4,Marketing,Frequent,3,2
4,4,1,3,4,3,3,Non,11 %,38,M,2610,Divorcé(e),Consulting,Assistant de Direction,1,4,4,2,Non,3,2,1,7,3,Infra & Cloud,Frequent,0,3
3,3,2,4,4,4,3,Non,11 %,34,F,6687,Célibataire,Consulting,Manager,1,14,14,11,Non,0,2,1,2,4,Entrepreunariat,Occasionnel,4,11
3,2,2,1,3,3,3,Non,11 %,28,M,4724,Marié(e),Commercial,Cadre Commercial,1,5,5,3,Non,1,0,1,26,3,Infra & Cloud,Occasionnel,0,4
4,3,2,3,4,2,3,Oui,15 %,31,M,6179,Marié(e),Consulting,Tech Lead,1,10,10,2,Oui,2,3,1,22,4,Transformation Digitale,Occasionnel,6,7
1,2,2,4,4,4,3,Oui,12 %,39,M,6120,Marié(e),Commercial,Cadre Commercial,3,8,5,4,Non,2,2,1,21,4,Infra & Cloud,Occasionnel,1,4
2,3,3,2,2,3,3,Non,11 %,51,M,10596,Marié(e),Commercial,Cadre Commercial,2,14,4,2,Non,0,5,1,2,3,Marketing,Frequent,3,2
4,3,2,4,1,2,3,Oui,14 %,41,F,5467,Divorcé(e),Consulting,Assistant de Direction,3,12,6,2,Non,2,4,1,22,3,Infra & Cloud,Frequent,3,3
3,3,1,3,4,3,3,Oui,15 %,37,M,2996,Marié(e),Consulting,Assistant de Direction,7,8,6,4,Non,0,2,1,4,1,Infra & Cloud,Occasionnel,1,3
2,3,2,4,1,4,3,Non,13 %,33,M,9998,Marié(e),Commercial,Cadre Commercial,6,8,5,4,Non,0,2,1,5,1,Infra & Cloud,Frequent,1,2
3,3,2,2,1,2,3,Oui,13 %,32,M,4078,Marié(e),Commercial,Cadre Commercial,0,4,3,2,Non,3,3,1,2,1,Marketing,Occasionnel,1,2
3,3,3,3,2,3,4,Non,21 %,39,M,10920,Marié(e),Consulting,Manager,3,13,6,4,Non,1,2,1,25,2,Infra & Cloud,Aucun,0,5
1,4,2,3,2,2,3,Non,11 %,25,M,6232,Marié(e),Commercial,Cadre Commercial,2,6,3,2,Non,0,3,1,18,1,Infra & Cloud,Occasionnel,1,2
4,4,4,3,2,2,3,Oui,11 %,52,F,13247,Marié(e),Consulting,Tech Lead,2,24,5,3,Non,1,3,1,28,2,Transformation Digitale,Frequent,0,2
1,2,2,3,1,1,3,Oui,14 %,43,F,4081,Célibataire,Consulting,Assistant de Direction,1,20,20,7,Non,0,3,1,6,3,Transformation Digitale,Occasionnel,1,8
4,2,2,4,4,3,3,Oui,11 %,27,F,5769,Marié(e),Commercial,Cadre Commercial,1,6,6,2,Non,0,3,1,10,3,Marketing,Occasionnel,4,4
4,3,1,3,4,3,3,Oui,13 %,27,F,2394,Célibataire,Consulting,Assistant de Direction,1,8,8,2,Oui,0,2,1,17,4,Infra & Cloud,Occasionnel,7,7
1,2,1,4,4,3,3,Non,12 %,26,M,3904,Célibataire,Consulting,Assistant de Direction,0,5,4,3,Non,0,2,1,2,1,Transformation Digitale,Occasionnel,1,1
3,3,4,1,3,3,3,Non,14 %,42,F,16799,Marié(e),Ressources Humaines,Senior Manager,0,21,20,7,Non,1,5,1,10,3,Ressources Humaines,Occasionnel,0,9
3,3,1,1,3,1,3,Non,13 %,52,F,2950,Marié(e),Consulting,Consultant,9,12,5,4,Non,0,2,1,8,4,Autre,Occasionnel,0,4
1,3,1,3,1,3,3,Non,18 %,37,F,3629,Célibataire,Consulting,Consultant,4,8,3,2,Non,0,6,1,11,3,Transformation Digitale,Occasionnel,0,2
3,3,3,4,3,3,3,Non,11 %,35,M,9362,Célibataire,Consulting,Tech Lead,2,10,2,2,Non,0,2,1,18,2,Infra & Cloud,Frequent,2,2
1,3,1,4,2,2,3,Non,11 %,25,M,3229,Marié(e),Consulting,Consultant,4,7,3,2,Non,1,2,1,1,3,Entrepreunariat,Occasionnel,0,2
3,4,1,1,4,3,3,Non,12 %,26,M,3578,Célibataire,Consulting,Consultant,0,8,7,7,Non,0,2,1,7,3,Autre,Occasionnel,0,7
2,2,3,1,1,2,3,Non,13 %,29,M,7988,Célibataire,Ressources Humaines,Ressources Humaines,1,10,10,9,Non,0,3,1,17,3,Autre,Occasionnel,0,9
1,2,2,1,1,3,4,Non,20 %,49,M,4284,Célibataire,Consulting,Consultant,3,20,4,3,Oui,0,2,1,28,2,Infra & Cloud,Frequent,1,3
3,3,3,4,1,3,3,Oui,12 %,29,F,7553,Célibataire,Consulting,Manager,0,9,8,7,Oui,0,1,1,14,1,Autre,Frequent,7,7
4,3,4,4,4,2,3,Non,19 %,54,F,17328,Célibataire,Consulting,Directeur Technique,6,29,20,7,Non,0,3,1,1,3,Transformation Digitale,Occasionnel,12,7
4,3,5,1,3,3,4,Oui,21 %,58,F,19701,Marié(e),Consulting,Directeur Technique,3,32,9,8,Non,1,3,1,1,3,Transformation Digitale,Occasionnel,1,5
2,4,4,4,4,4,3,Non,13 %,55,M,14732,Divorcé(e),Consulting,Directeur Technique,2,31,7,7,Non,2,4,1,1,4,Transformation Digitale,Occasionnel,0,0
1,3,2,2,4,3,3,Oui,16 %,36,F,9278,Célibataire,Commercial,Cadre Commercial,3,15,5,4,Non,0,3,1,3,4,Marketing,Occasionnel,0,1
2,1,1,3,2,3,3,Non,12 %,31,F,1359,Célibataire,Commercial,Représentant Commercial,1,1,1,0,Oui,0,3,1,1,4,Infra & Cloud,Frequent,0,0
4,3,2,1,2,3,3,Non,14 %,30,F,4779,Divorcé(e),Commercial,Cadre Commercial,7,8,3,2,Non,2,3,1,7,4,Marketing,Occasionnel,0,2
1,3,4,2,3,4,3,Non,11 %,31,F,16422,Célibataire,Consulting,Directeur Technique,3,9,3,2,Non,0,3,1,8,5,Infra & Cloud,Occasionnel,1,0
4,3,1,1,3,3,3,Non,14 %,34,M,2996,Divorcé(e),Consulting,Assistant de Direction,5,10,4,3,Non,2,2,1,1,4,Autre,Frequent,1,3
1,2,1,2,3,4,3,Non,12 %,31,F,1261,Célibataire,Consulting,Assistant de Direction,1,1,1,0,Oui,0,3,1,8,3,Infra & Cloud,Occasionnel,0,0
2,3,1,1,2,4,3,Non,14 %,27,M,2099,Marié(e),Consulting,Consultant,0,6,5,0,Non,0,3,1,11,1,Infra & Cloud,Occasionnel,1,4
1,2,2,4,3,2,3,Non,16 %,36,M,5810,Célibataire,Consulting,Consultant,1,10,10,4,Non,0,2,1,4,4,Infra & Cloud,Occasionnel,1,8
3,2,2,1,1,2,3,Non,13 %,36,F,5647,Marié(e),Commercial,Cadre Commercial,4,11,3,2,Non,2,3,1,16,4,Marketing,Occasionnel,0,2
1,3,1,4,3,2,3,Non,12 %,47,M,3420,Marié(e),Consulting,Assistant de Direction,7,17,6,5,Non,1,2,1,1,3,Entrepreunariat,Occasionnel,1,2
1,2,1,1,1,3,3,Non,12 %,25,M,4400,Marié(e),Commercial,Représentant Commercial,3,6,3,2,Oui,0,2,1,9,2,Infra & Cloud,Occasionnel,2,2
3,4,1,3,1,1,3,Non,14 %,37,M,3500,Célibataire,Consulting,Consultant,0,7,6,5,Non,0,2,1,5,2,Entrepreunariat,Aucun,1,3
1,3,1,1,4,4,4,Non,22 %,56,F,2066,Marié(e),Consulting,Assistant de Direction,2,5,3,2,Non,1,3,1,1,2,Infra & Cloud,Occasionnel,1,0
1,3,4,3,2,4,3,Non,19 %,47,F,17169,Marié(e),Consulting,Directeur Technique,3,26,20,17,Non,2,2,1,2,4,Transformation Digitale,Occasionnel,5,6
4,3,2,3,3,3,3,Oui,12 %,24,F,4162,Marié(e),Commercial,Cadre Commercial,1,5,5,4,Non,2,3,1,4,1,Transformation Digitale,Occasionnel,0,3
4,3,2,4,3,2,3,Non,12 %,32,M,9204,Marié(e),Commercial,Cadre Commercial,4,7,4,3,Non,1,3,1,7,5,Marketing,Occasionnel,0,3
4,2,1,2,1,2,3,Non,17 %,34,F,3294,Marié(e),Consulting,Consultant,5,7,5,4,Non,1,2,1,1,3,Infra & Cloud,Occasionnel,0,2
2,4,1,3,1,2,3,Oui,12 %,41,M,2127,Marié(e),Consulting,Assistant de Direction,2,7,4,2,Non,0,5,1,5,5,Transformation Digitale,Occasionnel,0,3
3,3,2,3,3,4,3,Non,11 %,40,M,3975,Divorcé(e),Consulting,Consultant,3,11,8,7,Non,2,2,1,9,4,Autre,Aucun,0,7
1,3,3,4,1,3,3,Non,18 %,31,M,10793,Divorcé(e),Commercial,Cadre Commercial,1,13,13,7,Non,1,5,1,8,2,Infra & Cloud,Occasionnel,9,9
1,3,3,4,1,4,3,Non,11 %,46,M,10096,Divorcé(e),Commercial,Cadre Commercial,4,28,7,7,Oui,1,1,1,9,3,Marketing,Occasionnel,4,3
1,2,1,1,2,4,4,Oui,23 %,39,F,3646,Célibataire,Consulting,Consultant,2,11,1,0,Oui,0,2,1,2,3,Infra & Cloud,Aucun,0,0
3,4,3,2,1,3,3,Non,11 %,31,F,7446,Célibataire,Consulting,Tech Lead,1,10,10,8,Oui,0,2,1,1,5,Infra & Cloud,Frequent,4,7
2,1,3,1,2,3,3,Oui,18 %,45,M,10851,Divorcé(e),Consulting,Manager,2,24,7,7,Non,1,2,1,20,3,Transformation Digitale,Occasionnel,0,7
4,4,1,2,4,3,3,Non,18 %,31,F,2109,Célibataire,Ressources Humaines,Ressources Humaines,9,8,3,2,Non,0,3,1,8,2,Transformation Digitale,Occasionnel,0,2
2,3,1,4,3,1,3,Oui,13 %,31,M,3722,Marié(e),Consulting,Consultant,6,7,2,2,Oui,1,2,1,2,3,Infra & Cloud,Frequent,2,2
2,3,3,4,4,4,3,Oui,18 %,45,M,9380,Marié(e),Consulting,Tech Lead,4,10,3,1,Non,2,4,1,29,3,Entrepreunariat,Occasionnel,1,2
3,3,2,1,1,3,3,Non,11 %,48,M,5486,Divorcé(e),Commercial,Cadre Commercial,4,15,2,2,Non,3,3,1,7,3,Marketing,Occasionnel,2,2
1,3,1,3,4,3,3,Non,15 %,34,F,2742,Marié(e),Ressources Humaines,Ressources Humaines,1,2,2,2,Oui,0,0,1,9,4,Entrepreunariat,Occasionnel,2,2
4,2,3,2,3,3,3,Non,11 %,40,M,13757,Divorcé(e),Consulting,Directeur Technique,2,16,9,8,Non,1,5,1,8,1,Transformation Digitale,Aucun,4,8
4,3,2,1,4,3,3,Non,18 %,28,M,8463,Célibataire,Commercial,Cadre Commercial,0,6,5,4,Non,0,4,1,5,3,Transformation Digitale,Occasionnel,1,3
3,2,1,3,4,3,3,Non,14 %,44,M,3162,Célibataire,Consulting,Consultant,3,7,5,2,Non,0,5,1,5,3,Infra & Cloud,Aucun,0,3
4,4,4,2,2,2,3,Non,12 %,53,M,16598,Célibataire,Consulting,Directeur Technique,4,35,9,8,Non,0,2,1,2,3,Transformation Digitale,Occasionnel,8,8
1,3,2,3,2,2,3,Non,14 %,49,M,6651,Marié(e),Consulting,Manager,2,20,3,2,Non,1,0,1,5,4,Entrepreunariat,Occasionnel,1,2
3,3,1,3,3,4,3,Non,14 %,40,M,2345,Divorcé(e),Consulting,Assistant de Direction,2,8,3,1,Non,1,3,1,2,3,Transformation Digitale,Occasionnel,1,2
4,3,1,2,3,2,3,Non,13 %,44,M,3420,Célibataire,Consulting,Assistant de Direction,1,6,5,2,Non,0,3,1,20,3,Infra & Cloud,Occasionnel,1,3
4,3,2,1,1,3,3,Non,14 %,33,M,4373,Marié(e),Commercial,Cadre Commercial,0,5,4,3,Non,2,2,1,7,3,Transformation Digitale,Frequent,0,3
4,1,2,1,4,3,3,Non,18 %,34,M,4759,Célibataire,Commercial,Cadre Commercial,3,15,13,9,Non,0,2,1,3,3,Autre,Occasionnel,3,12
4,3,2,3,3,2,3,Non,15 %,30,M,5301,Marié(e),Commercial,Cadre Commercial,8,4,2,1,Non,2,2,1,16,1,Infra & Cloud,Occasionnel,2,2
1,3,1,4,3,3,3,Non,13 %,42,F,3673,Célibataire,Consulting,Consultant,1,12,12,9,Non,0,3,1,9,2,Transformation Digitale,Frequent,5,8
1,3,2,3,3,2,3,Non,12 %,44,F,4768,Marié(e),Commercial,Cadre Commercial,7,11,1,0,Non,1,4,1,1,5,Marketing,Frequent,0,0
